# 《國語注音符號手冊》“陸、國語音節表注音示例”（2000年11月書面版初版）
# 共1269个音节（忽略缺字的音节，无轻声）
#
# https://language.moe.gov.tw/001/Upload/files/site_content/M0001/juyin/index.html
#
# 其中部分存在读音问题参见备注说明：
# 濘	ㄋㄥˋ	
# 忸->沑	ㄋㄩˋ
# 舀->歪	ㄨㄞˇ
#
# 拼音	注音	例字	备注

báo	ㄅㄠˊ	薄	
páo	ㄆㄠˊ	袍	
máo	ㄇㄠˊ	毛	
táo	ㄊㄠˊ	桃	
náo	ㄋㄠˊ	撓	
láo	ㄌㄠˊ	勞	
háo	ㄏㄠˊ	豪	
zháo	ㄓㄠˊ	著	
cháo	ㄔㄠˊ	朝	
sháo	ㄕㄠˊ	勺	
ráo	ㄖㄠˊ	饒	
záo	ㄗㄠˊ	鑿	
cáo	ㄘㄠˊ	曹	
áo	ㄠˊ	敖	
bǎo	ㄅㄠˇ	保	
pǎo	ㄆㄠˇ	跑	
mǎo	ㄇㄠˇ	卯	
dǎo	ㄉㄠˇ	倒	
tǎo	ㄊㄠˇ	討	
nǎo	ㄋㄠˇ	腦	
lǎo	ㄌㄠˇ	老	
gǎo	ㄍㄠˇ	稿	
kǎo	ㄎㄠˇ	考	
hǎo	ㄏㄠˇ	好	
zhǎo	ㄓㄠˇ	找	
chǎo	ㄔㄠˇ	吵	
shǎo	ㄕㄠˇ	少	
rǎo	ㄖㄠˇ	擾	
zǎo	ㄗㄠˇ	早	
cǎo	ㄘㄠˇ	草	
sǎo	ㄙㄠˇ	掃	
ǎo	ㄠˇ	襖	
bào	ㄅㄠˋ	抱	
pào	ㄆㄠˋ	砲	
mào	ㄇㄠˋ	帽	
dào	ㄉㄠˋ	到	
tào	ㄊㄠˋ	套	
nào	ㄋㄠˋ	鬧	
lào	ㄌㄠˋ	澇	
gào	ㄍㄠˋ	告	
kào	ㄎㄠˋ	靠	
hào	ㄏㄠˋ	浩	
zhào	ㄓㄠˋ	召	
shào	ㄕㄠˋ	紹	
rào	ㄖㄠˋ	繞	
zào	ㄗㄠˋ	造	
cào	ㄘㄠˋ	肏	
sào	ㄙㄠˋ	臊	
ào	ㄠˋ	傲	
pōu	ㄆㄡ	剖	
dōu	ㄉㄡ	都	
tōu	ㄊㄡ	偷	
lōu	ㄌㄡ	摟	
gōu	ㄍㄡ	勾	
kōu	ㄎㄡ	摳	
hōu	ㄏㄡ	齁	
zhōu	ㄓㄡ	州	
chōu	ㄔㄡ	抽	
shōu	ㄕㄡ	收	
zōu	ㄗㄡ	鄒	
sōu	ㄙㄡ	搜	
ōu	ㄡ	歐	
póu	ㄆㄡˊ	抔	
móu	ㄇㄡˊ	謀	
fóu	ㄈㄡˊ	芣	
tóu	ㄊㄡˊ	頭	
lóu	ㄌㄡˊ	樓	
hóu	ㄏㄡˊ	侯	
zhóu	ㄓㄡˊ	軸	
chóu	ㄔㄡˊ	酬	
shóu	ㄕㄡˊ	熟	
róu	ㄖㄡˊ	柔	
pǒu	ㄆㄡˇ	剖	
mǒu	ㄇㄡˇ	某	
fǒu	ㄈㄡˇ	否	
dǒu	ㄉㄡˇ	斗	
tǒu	ㄊㄡˇ	黈	
lǒu	ㄌㄡˇ	簍	
gǒu	ㄍㄡˇ	狗	
kǒu	ㄎㄡˇ	口	
hǒu	ㄏㄡˇ	吼	
zhǒu	ㄓㄡˇ	帚	
chǒu	ㄔㄡˇ	醜	
shǒu	ㄕㄡˇ	手	
rǒu	ㄖㄡˇ	糅	
zǒu	ㄗㄡˇ	走	
sǒu	ㄙㄡˇ	叟	
ǒu	ㄡˇ	偶	
mòu	ㄇㄡˋ	瞀	
fòu	ㄈㄡˋ	復	
dòu	ㄉㄡˋ	豆	
tòu	ㄊㄡˋ	透	
nòu	ㄋㄡˋ	耨	
lòu	ㄌㄡˋ	漏	
gòu	ㄍㄡˋ	夠	
kòu	ㄎㄡˋ	扣	
hòu	ㄏㄡˋ	后	
zhòu	ㄓㄡˋ	紂	
chòu	ㄔㄡˋ	臭	
shòu	ㄕㄡˋ	受	
ròu	ㄖㄡˋ	肉	
zòu	ㄗㄡˋ	奏	
còu	ㄘㄡˋ	湊	
sòu	ㄙㄡˋ	嗽	
òu	ㄡˋ	慪	
bān	ㄅㄢ	般	
pān	ㄆㄢ	潘	
mān	ㄇㄢ	顢	
fān	ㄈㄢ	番	
dān	ㄉㄢ	單	
tān	ㄊㄢ	攤	
nān	ㄋㄢ	囡	
gān	ㄍㄢ	干	
kān	ㄎㄢ	刊	
hān	ㄏㄢ	憨	
zhān	ㄓㄢ	占	
chān	ㄔㄢ	攙	
shān	ㄕㄢ	山	
zān	ㄗㄢ	簪	
cān	ㄘㄢ	參	
sān	ㄙㄢ	三	
ān	ㄢ	安	
pán	ㄆㄢˊ	盤	
mán	ㄇㄢˊ	饅	
fán	ㄈㄢˊ	凡	
tán	ㄊㄢˊ	談	
nán	ㄋㄢˊ	南	
lán	ㄌㄢˊ	蘭	
hán	ㄏㄢˊ	含	
chán	ㄔㄢˊ	蟬	
rán	ㄖㄢˊ	然	
zán	ㄗㄢˊ	咱	
cán	ㄘㄢˊ	殘	
bǎn	ㄅㄢˇ	板	
mǎn	ㄇㄢˇ	滿	
fǎn	ㄈㄢˇ	反	
dǎn	ㄉㄢˇ	膽	
tǎn	ㄊㄢˇ	毯	
nǎn	ㄋㄢˇ	赧	
lǎn	ㄌㄢˇ	懶	
gǎn	ㄍㄢˇ	趕	
kǎn	ㄎㄢˇ	砍	
hǎn	ㄏㄢˇ	罕	
zhǎn	ㄓㄢˇ	展	
chǎn	ㄔㄢˇ	產	
shǎn	ㄕㄢˇ	閃	
rǎn	ㄖㄢˇ	冉	
zǎn	ㄗㄢˇ	攢	
cǎn	ㄘㄢˇ	慘	
sǎn	ㄙㄢˇ	散	
ǎn	ㄢˇ	俺	
bàn	ㄅㄢˋ	半	
pàn	ㄆㄢˋ	判	
màn	ㄇㄢˋ	慢	
fàn	ㄈㄢˋ	飯	
dàn	ㄉㄢˋ	旦	
tàn	ㄊㄢˋ	探	
nàn	ㄋㄢˋ	難	
làn	ㄌㄢˋ	濫	
gàn	ㄍㄢˋ	幹	
kàn	ㄎㄢˋ	看	
hàn	ㄏㄢˋ	汗	
zhàn	ㄓㄢˋ	占	
chàn	ㄔㄢˋ	懺	
shàn	ㄕㄢˋ	扇	
zàn	ㄗㄢˋ	贊	
càn	ㄘㄢˋ	璨	
sàn	ㄙㄢˋ	散	
àn	ㄢˋ	岸	
bēn	ㄅㄣ	奔	
pēn	ㄆㄣ	噴	
mēn	ㄇㄣ	燜	
fēn	ㄈㄣ	分	
gēn	ㄍㄣ	根	
zhēn	ㄓㄣ	珍	
chēn	ㄔㄣ	嗔	
shēn	ㄕㄣ	申	
zēn	ㄗㄣ	簪	
cēn	ㄘㄣ	參	
sēn	ㄙㄣ	森	
ēn	ㄣ	恩	
pén	ㄆㄣˊ	盆	
mén	ㄇㄣˊ	門	
fén	ㄈㄣˊ	汾	
gén	ㄍㄣˊ	哏	
hén	ㄏㄣˊ	痕	
chén	ㄔㄣˊ	陳	
shén	ㄕㄣˊ	神	
rén	ㄖㄣˊ	人	
cén	ㄘㄣˊ	岑	
běn	ㄅㄣˇ	本	
fěn	ㄈㄣˇ	粉	
kěn	ㄎㄣˇ	肯	
hěn	ㄏㄣˇ	很	
zhěn	ㄓㄣˇ	枕	
chěn	ㄔㄣˇ	磣	
shěn	ㄕㄣˇ	審	
rěn	ㄖㄣˇ	忍	
zěn	ㄗㄣˇ	怎	
bèn	ㄅㄣˋ	笨	
pèn	ㄆㄣˋ	噴	
mèn	ㄇㄣˋ	悶	
fèn	ㄈㄣˋ	憤	
nèn	ㄋㄣˋ	嫩	
gèn	ㄍㄣˋ	艮	
kèn	ㄎㄣˋ	裉	
hèn	ㄏㄣˋ	恨	
zhèn	ㄓㄣˋ	振	
chèn	ㄔㄣˋ	趁	
shèn	ㄕㄣˋ	甚	
rèn	ㄖㄣˋ	刃	
zèn	ㄗㄣˋ	譖	
èn	ㄣˋ	摁	
bāng	ㄅㄤ	幫	
pāng	ㄆㄤ	乓	
fāng	ㄈㄤ	方	
dāng	ㄉㄤ	當	
tāng	ㄊㄤ	湯	
gāng	ㄍㄤ	岡	
kāng	ㄎㄤ	康	
hāng	ㄏㄤ	夯	
zhāng	ㄓㄤ	章	
chāng	ㄔㄤ	昌	
shāng	ㄕㄤ	傷	
zāng	ㄗㄤ	臧	
cāng	ㄘㄤ	倉	
sāng	ㄙㄤ	桑	
āng	ㄤ	腌	
páng	ㄆㄤˊ	旁	
máng	ㄇㄤˊ	忙	
fáng	ㄈㄤˊ	房	
táng	ㄊㄤˊ	唐	
náng	ㄋㄤˊ	囊	
láng	ㄌㄤˊ	狼	
káng	ㄎㄤˊ	扛	
háng	ㄏㄤˊ	杭	
cháng	ㄔㄤˊ	常	
ráng	ㄖㄤˊ	攘	
cáng	ㄘㄤˊ	藏	
áng	ㄤˊ	昂	
bǎng	ㄅㄤˇ	榜	
pǎng	ㄆㄤˇ	嗙	
mǎng	ㄇㄤˇ	莽	
fǎng	ㄈㄤˇ	仿	
dǎng	ㄉㄤˇ	黨	
tǎng	ㄊㄤˇ	倘	
nǎng	ㄋㄤˇ	曩	
lǎng	ㄌㄤˇ	朗	
gǎng	ㄍㄤˇ	港	
kǎng	ㄎㄤˇ	慷	
zhǎng	ㄓㄤˇ	長	
chǎng	ㄔㄤˇ	敞	
shǎng	ㄕㄤˇ	賞	
rǎng	ㄖㄤˇ	嚷	
zǎng	ㄗㄤˇ	駔	
cǎng	ㄘㄤˇ	駔	
sǎng	ㄙㄤˇ	嗓	
bàng	ㄅㄤˋ	棒	
pàng	ㄆㄤˋ	胖	
fàng	ㄈㄤˋ	放	
dàng	ㄉㄤˋ	蕩	
tàng	ㄊㄤˋ	燙	
nàng	ㄋㄤˋ	齉	
làng	ㄌㄤˋ	浪	
gàng	ㄍㄤˋ	槓	
kàng	ㄎㄤˋ	亢	
zhàng	ㄓㄤˋ	漲	
chàng	ㄔㄤˋ	唱	
shàng	ㄕㄤˋ	尚	
ràng	ㄖㄤˋ	讓	
zàng	ㄗㄤˋ	葬	
sàng	ㄙㄤˋ	喪	
àng	ㄤˋ	盎	
bēng	ㄅㄥ	崩	
pēng	ㄆㄥ	烹	
mēng	ㄇㄥ	矇	
fēng	ㄈㄥ	蜂	
dēng	ㄉㄥ	登	
gēng	ㄍㄥ	庚	
kēng	ㄎㄥ	硜	
hēng	ㄏㄥ	亨	
zhēng	ㄓㄥ	征	
chēng	ㄔㄥ	稱	
shēng	ㄕㄥ	升	
rēng	ㄖㄥ	扔	
zēng	ㄗㄥ	增	
cēng	ㄘㄥ	噌	
sēng	ㄙㄥ	僧	
ēng	ㄥ	鞥	
béng	ㄅㄥˊ	甭	
péng	ㄆㄥˊ	朋	
méng	ㄇㄥˊ	蒙	
féng	ㄈㄥˊ	馮	
téng	ㄊㄥˊ	疼	
néng	ㄋㄥˊ	能	
léng	ㄌㄥˊ	楞	
héng	ㄏㄥˊ	恆	
chéng	ㄔㄥˊ	成	
shéng	ㄕㄥˊ	繩	
réng	ㄖㄥˊ	仍	
céng	ㄘㄥˊ	曾	
běng	ㄅㄥˇ	繃	
pěng	ㄆㄥˇ	捧	
měng	ㄇㄥˇ	猛	
fěng	ㄈㄥˇ	唪	
děng	ㄉㄥˇ	等	
lěng	ㄌㄥˇ	冷	
gěng	ㄍㄥˇ	梗	
kěng	ㄎㄥˇ	肯	
zhěng	ㄓㄥˇ	整	
chěng	ㄔㄥˇ	逞	
shěng	ㄕㄥˇ	省	
rěng	ㄖㄥˇ	扔	
bèng	ㄅㄥˋ	蹦	
pèng	ㄆㄥˋ	碰	
mèng	ㄇㄥˋ	孟	
fèng	ㄈㄥˋ	奉	
dèng	ㄉㄥˋ	瞪	
nèng	ㄋㄥˋ	濘*	读音存疑
lèng	ㄌㄥˋ	愣	
gèng	ㄍㄥˋ	更	
hèng	ㄏㄥˋ	橫	
zhèng	ㄓㄥˋ	正	
chèng	ㄔㄥˋ	稱	
shèng	ㄕㄥˋ	勝	
zèng	ㄗㄥˋ	贈	
cèng	ㄘㄥˋ	蹭	
ér	ㄦˊ	兒	
ěr	ㄦˇ	耳	
èr	ㄦˋ	二	
bī	ㄅㄧ	逼	
pī	ㄆㄧ	批	
mī	ㄇㄧ	咪	
dī	ㄉㄧ	低	
tī	ㄊㄧ	梯	
lī	ㄌㄧ	哩	
jī	ㄐㄧ	肌	
qī	ㄑㄧ	欺	
xī	ㄒㄧ	希	
yī	ㄧ	衣	
bí	ㄅㄧˊ	鼻	
pí	ㄆㄧˊ	皮	
mí	ㄇㄧˊ	迷	
dí	ㄉㄧˊ	迪	
tí	ㄊㄧˊ	提	
ní	ㄋㄧˊ	尼	
lí	ㄌㄧˊ	離	
jí	ㄐㄧˊ	及	
qí	ㄑㄧˊ	其	
xí	ㄒㄧˊ	昔	
yí	ㄧˊ	移	
bǐ	ㄅㄧˇ	比	
pǐ	ㄆㄧˇ	否	
mǐ	ㄇㄧˇ	米	
dǐ	ㄉㄧˇ	底	
tǐ	ㄊㄧˇ	體	
nǐ	ㄋㄧˇ	你	
lǐ	ㄌㄧˇ	里	
jǐ	ㄐㄧˇ	己	
qǐ	ㄑㄧˇ	起	
xǐ	ㄒㄧˇ	喜	
yǐ	ㄧˇ	以	
bì	ㄅㄧˋ	泌	
pì	ㄆㄧˋ	屁	
mì	ㄇㄧˋ	祕	
dì	ㄉㄧˋ	帝	
tì	ㄊㄧˋ	悌	
nì	ㄋㄧˋ	逆	
lì	ㄌㄧˋ	利	
jì	ㄐㄧˋ	季	
qì	ㄑㄧˋ	氣	
xì	ㄒㄧˋ	系	
yì	ㄧˋ	易	
jiā	ㄐㄧㄚ	加	
qiā	ㄑㄧㄚ	掐	
xiā	ㄒㄧㄚ	蝦	
yā	ㄧㄚ	鴉	
jiá	ㄐㄧㄚˊ	夾	
xiá	ㄒㄧㄚˊ	挾	
yá	ㄧㄚˊ	牙	
liǎ	ㄌㄧㄚˇ	倆	
jiǎ	ㄐㄧㄚˇ	假	
qiǎ	ㄑㄧㄚˇ	卡	
yǎ	ㄧㄚˇ	啞	
jià	ㄐㄧㄚˋ	稼	
qià	ㄑㄧㄚˋ	恰	
xià	ㄒㄧㄚˋ	夏	
yà	ㄧㄚˋ	亞	
yō	ㄧㄛ	唷	
biē	ㄅㄧㄝ	鱉	
piē	ㄆㄧㄝ	瞥	
miē	ㄇㄧㄝ	乜	
diē	ㄉㄧㄝ	爹	
tiē	ㄊㄧㄝ	貼	
niē	ㄋㄧㄝ	捏	
liē	ㄌㄧㄝ	咧	
jiē	ㄐㄧㄝ	皆	
qiē	ㄑㄧㄝ	切	
xiē	ㄒㄧㄝ	些	
yē	ㄧㄝ	耶	
bié	ㄅㄧㄝˊ	別	
dié	ㄉㄧㄝˊ	碟	
nié	ㄋㄧㄝˊ	苶	
lié	ㄌㄧㄝˊ	咧	
jié	ㄐㄧㄝˊ	潔	
qié	ㄑㄧㄝˊ	茄	
xié	ㄒㄧㄝˊ	鞋	
yé	ㄧㄝˊ	爺	
biě	ㄅㄧㄝˇ	癟	
piě	ㄆㄧㄝˇ	撇	
tiě	ㄊㄧㄝˇ	鐵	
liě	ㄌㄧㄝˇ	咧	
jiě	ㄐㄧㄝˇ	解	
qiě	ㄑㄧㄝˇ	且	
xiě	ㄒㄧㄝˇ	寫	
yě	ㄧㄝˇ	也	
biè	ㄅㄧㄝˋ	彆	
miè	ㄇㄧㄝˋ	滅	
tiè	ㄊㄧㄝˋ	餮	
niè	ㄋㄧㄝˋ	孽	
liè	ㄌㄧㄝˋ	列	
jiè	ㄐㄧㄝˋ	介	
qiè	ㄑㄧㄝˋ	妾	
xiè	ㄒㄧㄝˋ	械	
yè	ㄧㄝˋ	夜	
yái	ㄧㄞˊ	崖	
biāo	ㄅㄧㄠ	標	
piāo	ㄆㄧㄠ	漂	
miāo	ㄇㄧㄠ	喵	
diāo	ㄉㄧㄠ	刁	
tiāo	ㄊㄧㄠ	挑	
liāo	ㄌㄧㄠ	撩	
jiāo	ㄐㄧㄠ	交	
qiāo	ㄑㄧㄠ	敲	
xiāo	ㄒㄧㄠ	削	
yāo	ㄧㄠ	夭	
piáo	ㄆㄧㄠˊ	瓢	
miáo	ㄇㄧㄠˊ	苗	
tiáo	ㄊㄧㄠˊ	條	
liáo	ㄌㄧㄠˊ	聊	
jiáo	ㄐㄧㄠˊ	嚼	
qiáo	ㄑㄧㄠˊ	喬	
yáo	ㄧㄠˊ	搖	
biǎo	ㄅㄧㄠˇ	表	
piǎo	ㄆㄧㄠˇ	縹	
miǎo	ㄇㄧㄠˇ	渺	
diǎo	ㄉㄧㄠˇ	屌	
tiǎo	ㄊㄧㄠˇ	窕	
niǎo	ㄋㄧㄠˇ	鳥	
liǎo	ㄌㄧㄠˇ	了	
jiǎo	ㄐㄧㄠˇ	腳	
qiǎo	ㄑㄧㄠˇ	巧	
xiǎo	ㄒㄧㄠˇ	小	
yǎo	ㄧㄠˇ	咬	
biào	ㄅㄧㄠˋ	鰾	
piào	ㄆㄧㄠˋ	票	
miào	ㄇㄧㄠˋ	妙	
diào	ㄉㄧㄠˋ	弔	
tiào	ㄊㄧㄠˋ	跳	
niào	ㄋㄧㄠˋ	尿	
liào	ㄌㄧㄠˋ	廖	
jiào	ㄐㄧㄠˋ	較	
qiào	ㄑㄧㄠˋ	鞘	
xiào	ㄒㄧㄠˋ	校	
yào	ㄧㄠˋ	要	
diū	ㄉㄧㄡ	丟	
niū	ㄋㄧㄡ	妞	
liū	ㄌㄧㄡ	溜	
jiū	ㄐㄧㄡ	糾	
qiū	ㄑㄧㄡ	丘	
xiū	ㄒㄧㄡ	休	
yōu	ㄧㄡ	悠	
niú	ㄋㄧㄡˊ	牛	
liú	ㄌㄧㄡˊ	流	
qiú	ㄑㄧㄡˊ	求	
yóu	ㄧㄡˊ	由	
niǔ	ㄋㄧㄡˇ	忸	
liǔ	ㄌㄧㄡˇ	柳	
jiǔ	ㄐㄧㄡˇ	久	
qiǔ	ㄑㄧㄡˇ	糗	
xiǔ	ㄒㄧㄡˇ	朽	
yǒu	ㄧㄡˇ	有	
miù	ㄇㄧㄡˋ	謬	
niù	ㄋㄧㄡˋ	拗	
liù	ㄌㄧㄡˋ	六	
jiù	ㄐㄧㄡˋ	疚	
xiù	ㄒㄧㄡˋ	秀	
yòu	ㄧㄡˋ	又	
biān	ㄅㄧㄢ	邊	
piān	ㄆㄧㄢ	偏	
diān	ㄉㄧㄢ	顛	
tiān	ㄊㄧㄢ	添	
niān	ㄋㄧㄢ	蔫	
jiān	ㄐㄧㄢ	肩	
qiān	ㄑㄧㄢ	鉛	
xiān	ㄒㄧㄢ	仙	
yān	ㄧㄢ	煙	
pián	ㄆㄧㄢˊ	駢	
mián	ㄇㄧㄢˊ	眠	
